Rodada,Data,Time da Casa,Placar,Time Visitante
1F,23/01/00,Caldense,1-0,Rio Branco de Andradas
1F,23/01/00,Democrata-GV,2-1,Ipiranga
1F,23/01/00,URT,2-1,Uberlândia
1F,23/01/00,Valeriodoce,1-2,Ipatinga
1F,26/01/00,Ipatinga,1-3,Democrata-GV
1F,26/01/00,Rio Branco de Andradas,1-1,URT
1F,27/01/00,Ipiranga,1-2,Caldense
1F,27/01/00,Uberlândia,0-0,Valeriodoce
1F,30/01/00,Democrata-GV,2-2,Caldense
1F,30/01/00,Rio Branco de Andradas,0-0,Ipatinga
1F,30/01/00,Uberlândia,5-3,Ipiranga
1F,30/01/00,URT,2-0,Valeriodoce
1F,02/02/00,Caldense,2-3,Ipatinga
1F,02/02/00,URT,3-2,Ipiranga
1F,03/02/00,Democrata-GV,0-0,Uberlândia
1F,03/02/00,Valeriodoce,0-1,Rio Branco de Andradas
1F,06/02/00,Caldense,0-1,URT
1F,06/02/00,Ipatinga,3-0,Uberlândia
1F,06/02/00,Ipiranga,4-2,Rio Branco de Andradas
1F,06/02/00,Valeriodoce,1-5,Democrata-GV
1F,09/02/00,Ipiranga,1-1,Valeriodoce
1F,09/02/00,Rio Branco de Andradas,2-1,Democrata-GV
1F,09/02/00,Uberlândia,2-0,Caldense
1F,09/02/00,URT,1-0,Ipatinga
1F,13/02/00,Caldense,2-0,Valeriodoce
1F,13/02/00,Democrata-GV,0-3,URT
1F,13/02/00,Ipatinga,3-0,Ipiranga
1F,13/02/00,Rio Branco de Andradas,2-1,Uberlândia
1F,16/02/00,Democrata-GV,1-0,Ipiranga
1F,16/02/00,Ipatinga,1-1,Valeriodoce
1F,16/02/00,Rio Branco de Andradas,0-1,Caldense
1F,16/02/00,Uberlândia,1-0,URT
1F,20/02/00,Caldense,0-0,Ipiranga
1F,20/02/00,Democrata-GV,3-0,Ipatinga
1F,20/02/00,URT,2-1,Rio Branco de Andradas
1F,20/02/00,Valeriodoce,1-2,Uberlândia
1F,23/02/00,Caldense,1-0,Democrata-GV
1F,23/02/00,Ipatinga,3-1,Rio Branco de Andradas
1F,23/02/00,Ipiranga,3-3,Uberlândia
1F,24/02/00,Valeriodoce,1-2,URT
1F,27/02/00,Ipatinga,2-1,Caldense
1F,27/02/00,Ipiranga,3-3,URT
1F,27/02/00,Rio Branco de Andradas,3-0,Valeriodoce
1F,27/02/00,Uberlândia,3-2,Democrata-GV
1F,01/03/00,Democrata-GV,2-1,Valeriodoce
1F,01/03/00,Ipiranga,1-2,Rio Branco de Andradas
1F,01/03/00,Uberlândia,1-0,Ipatinga
1F,01/03/00,URT,1-1,Caldense
1F,04/03/00,Caldense,1-1,Uberlândia
1F,04/03/00,Democrata-GV,0-1,Rio Branco de Andradas
1F,04/03/00,Ipatinga,3-2,URT
1F,04/03/00,Valeriodoce,1-0,Ipiranga
1F,12/03/00,Ipiranga,1-1,Ipatinga
1F,12/03/00,Uberlândia,1-4,Rio Branco de Andradas
1F,12/03/00,URT,1-3,Democrata-GV
1F,12/03/00,Valeriodoce,2-2,Caldense
2F,18/03/00,Atlético Mineiro,3-1,Rio Branco de Andradas
2F,19/03/00,América Mineiro,3-0,Democrata-GV
2F,19/03/00,Ipatinga,0-1,Cruzeiro
2F,19/03/00,URT,1-2,Villa Nova-MG
2F,22/03/00,América Mineiro,1-1,Villa Nova-MG
2F,25/03/00,Cruzeiro,2-0,URT
2F,26/03/00,Democrata-GV,0-1,Ipatinga
2F,26/03/00,Rio Branco de Andradas,1-2,América Mineiro
2F,26/03/00,Villa Nova-MG,0-1,Atlético Mineiro
2F,29/03/00,Atlético Mineiro,2-1,Ipatinga
2F,29/03/00,Rio Branco de Andradas,1-1,Cruzeiro
2F,29/03/00,URT,0-1,Democrata-GV
2F,01/04/00,América Mineiro,1-1,Cruzeiro
2F,02/04/00,Democrata-GV,2-3,Atlético Mineiro
2F,02/04/00,Ipatinga,4-2,URT
2F,02/04/00,Villa Nova-MG,4-2,Rio Branco de Andradas
2F,08/04/00,Atlético Mineiro,1-1,URT
2F,09/04/00,Ipatinga,2-2,América Mineiro
2F,09/04/00,Rio Branco de Andradas,3-1,Democrata-GV
2F,09/04/00,Cruzeiro,1-1,Villa Nova-MG
2F,15/04/00,Atlético Mineiro,2-1,América Mineiro
2F,16/04/00,Rio Branco de Andradas,1-0,URT
2F,16/04/00,Villa Nova-MG,1-1,Ipatinga
