Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/06/12,América-RN,Guarani,B,8
2,18/08/12,Athletico-PR,Criciúma,B,18
3,08/09/12,Coritiba,Flamengo,A,23
4,08/09/12,Ponte Preta,Figueirense,A,23
5,08/09/12,Corinthians,Grêmio,A,23
6,09/09/12,Santos,São Paulo,A,23
7,09/09/12,Internacional,Fluminense,A,23
8,09/09/12,Botafogo,Nautico,A,23
9,09/09/12,Vasco,Bahia,A,23
10,09/09/12,Atlético-GO,Portuguesa,A,23
11,09/09/12,Sport,Cruzeiro,A,23
12,09/09/12,Atlético-MG,Palmeiras,A,23
13,13/10/12,Paraná,EC Vitória,B,29
14,03/11/12,América-RN,Boa Esporte,B,34
