Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/05/12,Ceará,América-MG,B,1
2,18/08/12,Nautico,Bahia,A,18
3,18/08/12,Fluminense,Sport,A,18
4,18/08/12,São Paulo,Ponte Preta,A,18
5,19/08/12,Santos,Corinthians,A,18
6,19/08/12,Coritiba,Cruzeiro,A,18
7,19/08/12,Atlético-MG,Botafogo,A,18
8,19/08/12,Grêmio,Figueirense,A,18
9,19/08/12,Portuguesa,Internacional,A,18
10,19/08/12,Atlético-GO,Palmeiras,A,18
11,19/08/12,Flamengo,Vasco,A,18
12,04/09/12,EC Vitória,Criciúma,B,22
13,02/10/12,São Caetano,Guaratinguetá,B,28
14,03/11/12,Criciúma,Joinville,B,34
