Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/07/12,América-MG,Joinville,B,14
2,17/08/12,Guarani,CRB,B,18
3,28/08/12,ABC,Ipatinga,B,20
4,22/09/12,Figueirense,Palmeiras,A,26
5,22/09/12,Fluminense,Nautico,A,26
6,22/09/12,Santos,Portuguesa,A,26
7,23/09/12,Botafogo,Corinthians,A,26
8,23/09/12,São Paulo,Cruzeiro,A,26
9,23/09/12,Ponte Preta,Vasco,A,26
10,23/09/12,Atlético-GO,Flamengo,A,26
11,23/09/12,Internacional,Bahia,A,26
12,23/09/12,Atlético-MG,Grêmio,A,26
13,23/09/12,Sport,Coritiba,A,26
14,16/10/12,EC Vitória,ASA,B,30
