Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/05/12,Boa Esporte,Avaí,B,1
2,08/09/12,São Caetano,ABC,B,23
3,28/09/12,Guaratinguetá,Goiás,B,27
4,29/09/12,Portuguesa,Atlético-MG,A,27
5,29/09/12,Vasco,Figueirense,A,27
6,29/09/12,Cruzeiro,Internacional,A,27
7,29/09/12,Nautico,Atlético-GO,A,27
8,29/09/12,Palmeiras,Ponte Preta,A,27
9,30/09/12,Flamengo,Fluminense,A,27
10,30/09/12,Corinthians,Sport,A,27
11,30/09/12,Bahia,Botafogo,A,27
12,30/09/12,Coritiba,São Paulo,A,27
13,30/09/12,Grêmio,Santos,A,27
14,02/11/12,CRB,Grêmio Barueri,B,34
