Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/06/12,Guaratinguetá,América-RN,B,4
2,02/06/12,Avaí,Joinville,B,4
3,08/09/12,Ipatinga,EC Vitória,B,23
4,20/10/12,ABC,Bragantino,B,31
5,24/11/12,Vasco,Flamengo,A,37
6,24/11/12,Corinthians,Santos,A,37
7,25/11/12,Botafogo,Atlético-MG,A,37
8,25/11/12,Figueirense,Grêmio,A,37
9,25/11/12,Ponte Preta,São Paulo,A,37
10,25/11/12,Cruzeiro,Coritiba,A,37
11,25/11/12,Palmeiras,Atlético-GO,A,37
12,25/11/12,Bahia,Nautico,A,37
13,25/11/12,Internacional,Portuguesa,A,37
14,25/11/12,Sport,Fluminense,A,37
