Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/07/12,Bragantino,Goiás,B,9
2,31/07/12,Criciúma,Guarani,B,14
3,28/08/12,Avaí,Boa Esporte,B,20
4,10/11/12,Botafogo,Portuguesa,A,35
5,10/11/12,Atlético-GO,Santos,A,35
6,10/11/12,Corinthians,Coritiba,A,35
7,11/11/12,Palmeiras,Fluminense,A,35
8,11/11/12,Grêmio,São Paulo,A,35
9,11/11/12,Vasco,Atlético-MG,A,35
10,11/11/12,Cruzeiro,Bahia,A,35
11,11/11/12,Nautico,Flamengo,A,35
12,11/11/12,Figueirense,Sport,A,35
13,11/11/12,Ponte Preta,Internacional,A,35
14,Paraná,1-3,,B,21/09/12
