Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/06/12,Paraná,Guaratinguetá,B,5
2,27/07/12,Grêmio Barueri,Criciúma,B,13
3,28/08/12,ASA,São Caetano,B,20
4,11/09/12,ASA,Joinville,B,24
5,12/09/12,Portuguesa,Fluminense,A,24
6,12/09/12,Figueirense,Cruzeiro,A,24
7,12/09/12,Corinthians,Ponte Preta,A,24
8,12/09/12,Atlético-GO,Coritiba,A,24
9,12/09/12,Sport,Bahia,A,24
10,12/09/12,Atlético-MG,São Paulo,A,24
11,12/09/12,Vasco,Palmeiras,A,24
12,12/09/12,Santos,Flamengo,A,24
13,13/09/12,Grêmio,Nautico,A,24
14,13/09/12,Botafogo,Internacional,A,24
