Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/07/12,Grêmio Barueri,Criciúma,B,13
2,28/08/12,Guaratinguetá,Criciúma,B,20
3,11/09/12,Goiás,Criciúma,B,24
4,20/10/12,Palmeiras,Cruzeiro,A,32
5,20/10/12,Grêmio,Coritiba,A,32
6,20/10/12,Corinthians,Bahia,A,32
7,21/10/12,Atlético-MG,Fluminense,A,32
8,21/10/12,Flamengo,São Paulo,A,32
9,21/10/12,Nautico,Portuguesa,A,32
10,21/10/12,Ponte Preta,Santos,A,32
11,21/10/12,Atlético-GO,Sport,A,32
12,24/10/12,Vasco,Internacional,A,32
13,24/10/12,Figueirense,Botafogo,A,32
14,09/11/12,São Caetano,Boa Esporte,B,36
