Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/08/12,EC Vitória,Bragantino,B,15
2,20/10/12,EC Vitória,Athletico-PR,B,31
3,20/10/12,Paraná,Criciúma,B,31
4,03/11/12,Cruzeiro,Santos,A,34
5,03/11/12,Grêmio,Ponte Preta,A,34
6,03/11/12,Flamengo,Figueirense,A,34
7,04/11/12,Palmeiras,Botafogo,A,34
8,04/11/12,Vasco,Sport,A,34
9,04/11/12,São Paulo,Fluminense,A,34
10,04/11/12,Atlético-GO,Corinthians,A,34
11,04/11/12,Portuguesa,Bahia,A,34
12,04/11/12,Coritiba,Atlético-MG,A,34
13,04/11/12,Nautico,Internacional,A,34
14,10/11/12,Paraná,Ipatinga,B,36
