Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/07/12,Santos,Botafogo,A,10
2,18/07/12,Grêmio,Sport,A,10
3,18/07/12,Nautico,Ponte Preta,A,10
4,18/07/12,Portuguesa,Cruzeiro,A,10
5,18/07/12,Atlético-MG,Internacional,A,10
6,18/07/12,São Paulo,Vasco,A,10
7,18/07/12,Flamengo,Corinthians,A,10
8,19/07/12,Atlético-GO,Figueirense,A,10
9,19/07/12,Fluminense,Bahia,A,10
10,19/07/12,Coritiba,Palmeiras,A,10
11,07/08/12,Avaí,ABC,B,16
12,07/09/12,América-RN,Guaratinguetá,B,23
13,14/09/12,Paraná,Grêmio Barueri,B,25
14,29/09/12,Bragantino,Athletico-PR,B,27
