Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/05/12,Bragantino,Criciúma,B,2
2,29/05/12,CRB,Guaratinguetá,B,3
3,09/06/12,Flamengo,Coritiba,A,4
4,09/06/12,Palmeiras,Atlético-MG,A,4
5,10/06/12,Portuguesa,Atlético-GO,A,4
6,10/06/12,Grêmio,Corinthians,A,4
7,10/06/12,Fluminense,Internacional,A,4
8,10/06/12,Bahia,Vasco,A,4
9,10/06/12,São Paulo,Santos,A,4
10,10/06/12,Nautico,Botafogo,A,4
11,10/06/12,Cruzeiro,Sport,A,4
12,10/06/12,Figueirense,Ponte Preta,A,4
13,22/09/12,Athletico-PR,Ceará,B,26
14,24/11/12,Avaí,Criciúma,B,38
