Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/07/12,Paraná,Ceará,B,13
2,14/08/12,Guarani,Avaí,B,17
3,05/09/12,Flamengo,Ponte Preta,A,22
4,05/09/12,Portuguesa,Coritiba,A,22
5,05/09/12,Nautico,Vasco,A,22
6,05/09/12,Bahia,Atlético-MG,A,22
7,05/09/12,Grêmio,Atlético-GO,A,22
8,05/09/12,Figueirense,Corinthians,A,22
9,05/09/12,São Paulo,Internacional,A,22
10,05/09/12,Cruzeiro,Botafogo,A,22
11,06/09/12,Fluminense,Santos,A,22
12,06/09/12,Palmeiras,Sport,A,22
13,16/10/12,São Caetano,Ceará,B,30
14,26/10/12,ABC,Goiás,B,33
