Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/06/12,Grêmio Barueri,Guarani,B,5
2,21/07/12,Ceará,ASA,B,12
3,04/09/12,ASA,Ipatinga,B,22
4,15/09/12,Fluminense,Atlético-GO,A,25
5,15/09/12,São Paulo,Portuguesa,A,25
6,16/09/12,Coritiba,Santos,A,25
7,16/09/12,Palmeiras,Corinthians,A,25
8,16/09/12,Cruzeiro,Vasco,A,25
9,16/09/12,Nautico,Atlético-MG,A,25
10,16/09/12,Bahia,Figueirense,A,25
11,16/09/12,Flamengo,Grêmio,A,25
12,16/09/12,Internacional,Sport,A,25
13,16/09/12,Ponte Preta,Botafogo,A,25
14,06/11/12,Criciúma,São Caetano,B,35
