Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/08/12,Guaratinguetá,Joinville,B,16
2,18/08/12,Goiás,São Caetano,B,18
3,31/08/12,Ipatinga,Athletico-PR,B,21
4,25/10/12,Fluminense,Coritiba,A,33
5,25/10/12,Santos,Nautico,A,33
6,25/10/12,Ponte Preta,Cruzeiro,A,33
7,27/10/12,Internacional,Palmeiras,A,33
8,27/10/12,Corinthians,Vasco,A,33
9,27/10/12,Botafogo,Atlético-GO,A,33
10,27/10/12,Figueirense,Portuguesa,A,33
11,27/10/12,Sport,São Paulo,A,33
12,27/10/12,Bahia,Grêmio,A,33
13,30/10/12,Paraná,ABC,B,34
14,31/10/12,Atlético-MG,Flamengo,A,33
