Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/06/12,Ipatinga,Boa Esporte,B,6
2,10/07/12,Athletico-PR,Ipatinga,B,2
3,31/08/12,Ipatinga,Athletico-PR,B,21
4,06/11/12,Athletico-PR,América-RN,B,35
5,17/11/12,Santos,Figueirense,A,36
6,17/11/12,Coritiba,Vasco,A,36
7,18/11/12,Flamengo,Palmeiras,A,36
8,18/11/12,Fluminense,Cruzeiro,A,36
9,18/11/12,São Paulo,Nautico,A,36
10,18/11/12,Atlético-MG,Atlético-GO,A,36
11,18/11/12,Bahia,Ponte Preta,A,36
12,18/11/12,Internacional,Corinthians,A,36
13,18/11/12,Portuguesa,Grêmio,A,36
14,18/11/12,Sport,Botafogo,A,36
