Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/07/12,América-MG,Joinville,B,14
2,04/08/12,Palmeiras,Internacional,A,14
3,04/08/12,Atlético-GO,Botafogo,A,14
4,04/08/12,Portuguesa,Figueirense,A,14
5,05/08/12,Vasco,Corinthians,A,14
6,05/08/12,Grêmio,Bahia,A,14
7,05/08/12,Coritiba,Fluminense,A,14
8,05/08/12,São Paulo,Sport,A,14
9,05/08/12,Cruzeiro,Ponte Preta,A,14
10,05/08/12,Nautico,Santos,A,14
11,26/09/12,Flamengo,Atlético-MG,A,14
12,20/10/12,Joinville,CRB,B,31
13,03/11/12,São Caetano,Athletico-PR,B,34
14,17/11/12,América-RN,América-MG,B,37
