Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,05/06/12,São Caetano,América-MG,B,5
2,17/07/12,Joinville,Ipatinga,B,11
3,01/09/12,Palmeiras,Grêmio,A,21
4,01/09/12,Figueirense,Fluminense,A,21
5,01/09/12,Vasco,Portuguesa,A,21
6,02/09/12,Internacional,Flamengo,A,21
7,02/09/12,Corinthians,Atlético-MG,A,21
8,02/09/12,Bahia,São Paulo,A,21
9,02/09/12,Sport,Santos,A,21
10,02/09/12,Ponte Preta,Atlético-GO,A,21
11,02/09/12,Cruzeiro,Nautico,A,21
12,02/09/12,Botafogo,Coritiba,A,21
13,03/11/12,Criciúma,Joinville,B,34
14,17/11/12,Boa Esporte,ABC,B,37
