Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/05/12,ASA,Grêmio Barueri,B,2
2,06/06/12,Atlético-GO,Grêmio,A,3
3,06/06/12,Sport,Palmeiras,A,3
4,06/06/12,Vasco,Nautico,A,3
5,06/06/12,Atlético-MG,Bahia,A,3
6,06/06/12,Coritiba,Portuguesa,A,3
7,06/06/12,Internacional,São Paulo,A,3
8,06/06/12,Ponte Preta,Flamengo,A,3
9,06/06/12,Santos,Fluminense,A,3
10,07/06/12,Corinthians,Figueirense,A,3
11,07/06/12,Botafogo,Cruzeiro,A,3
12,22/09/12,ASA,América-RN,B,26
13,09/10/12,Joinville,São Caetano,B,29
14,06/11/12,Criciúma,São Caetano,B,35
