Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/06/12,ASA,Boa Esporte,B,4
2,12/06/12,Grêmio Barueri,Paraná,B,6
3,06/07/12,Avaí,ASA,B,9
4,17/11/12,Ceará,Bragantino,B,37
5,01/12/12,Santos,Palmeiras,A,38
6,01/12/12,Flamengo,Botafogo,A,38
7,02/12/12,Fluminense,Vasco,A,38
8,02/12/12,Grêmio,Internacional,A,38
9,02/12/12,Atlético-MG,Cruzeiro,A,38
10,02/12/12,São Paulo,Corinthians,A,38
11,02/12/12,Coritiba,Figueirense,A,38
12,02/12/12,Atlético-GO,Bahia,A,38
13,02/12/12,Portuguesa,Ponte Preta,A,38
14,02/12/12,Nautico,Sport,A,38
