Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/06/12,América-MG,Bragantino,B,7
2,29/08/12,Coritiba,Internacional,A,20
3,29/08/12,Santos,Bahia,A,20
4,29/08/12,Portuguesa,Palmeiras,A,20
5,29/08/12,Nautico,Figueirense,A,20
6,29/08/12,Atlético-MG,Ponte Preta,A,20
7,29/08/12,Fluminense,Corinthians,A,20
8,29/08/12,Grêmio,Vasco,A,20
9,29/08/12,Atlético-GO,Cruzeiro,A,20
10,30/08/12,Flamengo,Sport,A,20
11,30/08/12,São Paulo,Botafogo,A,20
12,11/09/12,Goiás,Criciúma,B,24
13,12/10/12,ABC,Athletico-PR,B,29
14,13/10/12,América-MG,Goiás,B,29
