Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/06/12,Nautico,Fluminense,A,7
2,30/06/12,Cruzeiro,São Paulo,A,7
3,30/06/12,Vasco,Ponte Preta,A,7
4,01/07/12,Coritiba,Sport,A,7
5,01/07/12,Bahia,Internacional,A,7
6,01/07/12,Portuguesa,Santos,A,7
7,01/07/12,Grêmio,Atlético-MG,A,7
8,01/07/12,Flamengo,Atlético-GO,A,7
9,01/07/12,Palmeiras,Figueirense,A,7
10,11/07/12,Corinthians,Botafogo,A,7
11,21/07/12,CRB,Joinville,B,12
12,16/10/12,Bragantino,Grêmio Barueri,B,30
13,17/11/12,São Caetano,Goiás,B,37
14,24/11/12,ABC,América-RN,B,38
