Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/06/12,Ipatinga,Boa Esporte,B,6
2,10/07/12,Guaratinguetá,ASA,B,10
3,28/07/12,Internacional,Vasco,A,13
4,28/07/12,Coritiba,Grêmio,A,13
5,28/07/12,Botafogo,Figueirense,A,13
6,29/07/12,São Paulo,Flamengo,A,13
7,29/07/12,Fluminense,Atlético-MG,A,13
8,29/07/12,Sport,Atlético-GO,A,13
9,29/07/12,Bahia,Corinthians,A,13
10,29/07/12,Cruzeiro,Palmeiras,A,13
11,29/07/12,Santos,Ponte Preta,A,13
12,29/07/12,Portuguesa,Nautico,A,13
13,24/08/12,Ceará,EC Vitória,B,19
14,30/12/12,Boa Esporte,Joinville,B,8
