Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/06/12,América-RN,Guarani,B,8
2,28/08/12,América-MG,Ceará,B,20
3,04/10/12,Flamengo,Bahia,A,28
4,04/10/12,Portuguesa,Sport,A,28
5,04/10/12,Coritiba,Ponte Preta,A,28
6,06/10/12,São Paulo,Palmeiras,A,28
7,06/10/12,Santos,Internacional,A,28
8,06/10/12,Atlético-GO,Vasco,A,28
9,06/10/12,Nautico,Corinthians,A,28
10,06/10/12,Fluminense,Botafogo,A,28
11,06/10/12,Grêmio,Cruzeiro,A,28
12,06/10/12,Atlético-MG,Figueirense,A,28
13,19/10/12,ASA,Ceará,B,31
14,03/11/12,América-RN,Boa Esporte,B,34
