Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/05/12,CRB,Bragantino,B,1
2,29/05/12,Paraná,América-MG,B,3
3,07/07/12,Botafogo,Bahia,A,8
4,07/07/12,Internacional,Cruzeiro,A,8
5,07/07/12,Atlético-GO,Nautico,A,8
6,08/07/12,São Paulo,Coritiba,A,8
7,08/07/12,Figueirense,Vasco,A,8
8,08/07/12,Fluminense,Flamengo,A,8
9,08/07/12,Santos,Grêmio,A,8
10,08/07/12,Ponte Preta,Palmeiras,A,8
11,08/07/12,Atlético-MG,Portuguesa,A,8
12,08/07/12,Sport,Corinthians,A,8
13,24/07/12,Boa Esporte,América-MG,B,13
14,23/10/12,Criciúma,Grêmio Barueri,B,32
