Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/06/12,CRB,São Caetano,B,7
2,08/09/12,Ipatinga,EC Vitória,B,23
3,17/10/12,Fluminense,Grêmio,A,31
4,17/10/12,Internacional,Figueirense,A,31
5,17/10/12,Coritiba,Nautico,A,31
6,17/10/12,Bahia,Palmeiras,A,31
7,17/10/12,Cruzeiro,Corinthians,A,31
8,17/10/12,Portuguesa,Flamengo,A,31
9,17/10/12,Santos,Atlético-MG,A,31
10,18/10/12,Botafogo,Vasco,A,31
11,18/10/12,São Paulo,Atlético-GO,A,31
12,18/10/12,Sport,Ponte Preta,A,31
13,23/10/12,Bragantino,Avaí,B,32
14,26/10/12,ABC,Goiás,B,33
