Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/06/12,EC Vitória,Guarani,B,6
2,16/06/12,Internacional,Botafogo,A,5
3,16/06/12,Cruzeiro,Figueirense,A,5
4,16/06/12,Fluminense,Portuguesa,A,5
5,17/06/12,São Paulo,Atlético-MG,A,5
6,17/06/12,Bahia,Sport,A,5
7,17/06/12,Flamengo,Santos,A,5
8,17/06/12,Palmeiras,Vasco,A,5
9,17/06/12,Nautico,Grêmio,A,5
10,17/06/12,Coritiba,Atlético-GO,A,5
11,17/06/12,Ponte Preta,Corinthians,A,5
12,10/07/12,EC Vitória,Paraná,B,10
13,04/09/12,EC Vitória,Criciúma,B,22
14,02/11/12,Guaratinguetá,Guarani,B,34
