Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/07/12,Sport,Atlético-MG,A,11
2,21/07/12,Vasco,Santos,A,11
3,21/07/12,Corinthians,Portuguesa,A,11
4,22/07/12,Palmeiras,Nautico,A,11
5,22/07/12,Internacional,Atlético-GO,A,11
6,22/07/12,Cruzeiro,Flamengo,A,11
7,22/07/12,Figueirense,São Paulo,A,11
8,22/07/12,Ponte Preta,Fluminense,A,11
9,22/07/12,Botafogo,Grêmio,A,11
10,22/07/12,Bahia,Coritiba,A,11
11,07/08/12,Bragantino,Ipatinga,B,16
12,20/10/12,Guarani,América-MG,B,31
13,03/11/12,Criciúma,Joinville,B,34
14,09/11/12,Avaí,Guarani,B,36
