Rodada,Data,Time da Casa,Placar,Time Visitante
1F,09/01/26,Retrô FC,4-0,Vitória das Tabocas
1F,09/01/26,Náutico,2-0,Maguary-PE
1F,10/01/26,Jaguar,2-2,Sport
1F,11/01/26,Santa Cruz,3-0,Decisão
1F,13/01/26,Vitória das Tabocas,1-1,Jaguar
1F,14/01/26,Maguary-PE,1-1,Santa Cruz
1F,14/01/26,Decisão,1-2,Náutico
1F,14/01/26,Sport,2-0,Retrô FC
1F,17/01/26,Decisão,2-0,Jaguar
1F,17/01/26,Santa Cruz,1-0,Vitória das Tabocas
1F,18/01/26,Maguary-PE,1-1,Retrô FC
1F,18/01/26,Náutico,4-0,Sport
1F,21/01/26,Vitória das Tabocas,0-2,Maguary-PE
1F,21/01/26,Sport,5-0,Decisão
1F,21/01/26,Retrô FC,1-0,Santa Cruz
1F,22/01/26,Jaguar,0-4,Náutico
1F,24/01/26,Sport,3-0,Vitória das Tabocas
1F,25/01/26,Maguary-PE,3-4,Decisão
1F,25/01/26,Retrô FC,1-1,Jaguar
1F,25/01/26,Santa Cruz,0-4,Náutico
1F,28/01/26,Maguary-PE,1-1,Sport
1F,28/01/26,Santa Cruz,6-0,Jaguar
1F,28/01/26,Decisão,0-4,Vitória das Tabocas
1F,28/01/26,Náutico,0-1,Retrô FC
1F,31/01/26,Sport,2-1,Santa Cruz
1F,31/01/26,Retrô FC,0-1,Decisão
1F,31/01/26,Vitória das Tabocas,2-3,Náutico
1F,31/01/26,Jaguar,1-2,Maguary-PE
2F,04/02/26,Maguary-PE,1-1,Retrô FC
2F,05/02/26,Decisão,1-2,Santa Cruz
2F,07/02/26,Retrô FC,2-1,Maguary-PE
2F,08/02/26,Santa Cruz,1-0,Decisão
SF,11/02/26,Santa Cruz,0-1,Náutico
SF,12/02/26,Retrô FC,0-1,Sport
SF,21/02/26,Sport,3-2,Retrô FC
SF,22/02/26,Náutico,2-0,Santa Cruz
F,01/03/26,Sport,3-3,Náutico
F,08/03/26,Náutico,0-3,Sport
