Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/10/13,Avaí,Sport,B,28
2,08/10/13,América-MG,Chapecoense,B,28
3,08/10/13,América-RN,Paraná,B,28
4,08/10/13,Joinville,ABC,B,28
5,12/10/13,Fluminense,Grêmio,A,28
6,12/10/13,EC Vitória,Coritiba,A,28
7,12/10/13,Santos,Ponte Preta,A,28
8,13/10/13,Atlético-MG,Cruzeiro,A,28
9,13/10/13,Criciúma,Vasco,A,28
10,13/10/13,Internacional,Nautico,A,28
11,13/10/13,São Paulo,Corinthians,A,28
12,13/10/13,Athletico-PR,Portuguesa,A,28
13,13/10/13,Botafogo,Flamengo,A,28
14,13/10/13,Goiás,Bahia,A,28
