Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/08/13,ASA,Figueirense,B,18
2,31/08/13,América-RN,São Caetano,B,18
3,31/08/13,Ceará,Palmeiras,B,18
4,31/08/13,Paraná,Guaratinguetá,B,18
5,03/09/13,Goiás,Grêmio,A,18
6,04/09/13,Flamengo,EC Vitória,A,18
7,04/09/13,Athletico-PR,Santos,A,18
8,04/09/13,Portuguesa,Ponte Preta,A,18
9,04/09/13,Internacional,Corinthians,A,18
10,04/09/13,Atlético-MG,Fluminense,A,18
11,04/09/13,Bahia,Cruzeiro,A,18
12,05/09/13,Botafogo,Coritiba,A,18
13,05/09/13,Nautico,Vasco,A,18
14,05/09/13,São Paulo,Criciúma,A,18
