Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/09/13,Boa Esporte,Bragantino,B,21
2,10/09/13,Guaratinguetá,Avaí,B,21
3,10/09/13,Joinville,Atlético-GO,B,21
4,10/09/13,Oeste,Chapecoense,B,21
5,14/09/13,Cruzeiro,Athletico-PR,A,21
6,14/09/13,Fluminense,Portuguesa,A,21
7,15/09/13,Criciúma,Internacional,A,21
8,15/09/13,Ponte Preta,Flamengo,A,21
9,15/09/13,Vasco,São Paulo,A,21
10,15/09/13,Corinthians,Goiás,A,21
11,15/09/13,Coritiba,Bahia,A,21
12,15/09/13,EC Vitória,Nautico,A,21
13,15/09/13,Santos,Botafogo,A,21
14,15/09/13,Grêmio,Atlético-MG,A,21
