Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/11/13,Palmeiras,Boa Esporte,B,36
2,16/11/13,São Caetano,Joinville,B,36
3,16/11/13,Avaí,América-RN,B,36
4,16/11/13,Chapecoense,Bragantino,B,36
5,23/11/13,Criciúma,EC Vitória,A,36
6,23/11/13,Vasco,Cruzeiro,A,36
7,23/11/13,Atlético-MG,Goiás,A,36
8,24/11/13,Athletico-PR,Nautico,A,36
9,24/11/13,Flamengo,Corinthians,A,36
10,24/11/13,Ponte Preta,Grêmio,A,36
11,24/11/13,Santos,Fluminense,A,36
12,24/11/13,Bahia,Portuguesa,A,36
13,24/11/13,Internacional,Coritiba,A,36
14,24/11/13,São Paulo,Botafogo,A,36
