Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/07/13,São Paulo,Bahia,A,11
2,30/07/13,São Caetano,ABC,B,11
3,30/07/13,Palmeiras,Icasa,B,11
4,30/07/13,Avaí,Atlético-GO,B,11
5,30/07/13,Paysandu,Figueirense,B,11
6,03/08/13,Cruzeiro,Coritiba,A,11
7,04/08/13,Flamengo,Atlético-MG,A,11
8,04/08/13,Grêmio,Internacional,A,11
9,04/08/13,Ponte Preta,Fluminense,A,11
10,04/08/13,Athletico-PR,Goiás,A,11
11,04/08/13,Criciúma,Corinthians,A,11
12,04/08/13,Vasco,Botafogo,A,11
13,04/08/13,EC Vitória,Portuguesa,A,11
14,25/09/13,Santos,Nautico,A,11
