Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/08/13,Ceará,América-RN,B,13
2,06/08/13,Bragantino,Avaí,B,13
3,06/08/13,Paraná,Joinville,B,13
4,06/08/13,Figueirense,Icasa,B,13
5,10/08/13,Nautico,Atlético-MG,A,13
6,10/08/13,Botafogo,Goiás,A,13
7,11/08/13,Fluminense,Flamengo,A,13
8,11/08/13,Corinthians,EC Vitória,A,13
9,11/08/13,Coritiba,Vasco,A,13
10,11/08/13,Cruzeiro,Santos,A,13
11,11/08/13,Internacional,Athletico-PR,A,13
12,11/08/13,Ponte Preta,Criciúma,A,13
13,11/08/13,Portuguesa,São Paulo,A,13
14,11/08/13,Bahia,Grêmio,A,13
