Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/08/13,Oeste,Joinville,B,16
2,16/08/13,Avaí,Ceará,B,16
3,17/08/13,Chapecoense,Paraná,B,16
4,17/08/13,América-MG,América-RN,B,16
5,24/08/13,Santos,EC Vitória,A,16
6,24/08/13,Flamengo,Grêmio,A,16
7,24/08/13,Ponte Preta,Cruzeiro,A,16
8,24/08/13,Criciúma,Coritiba,A,16
9,25/08/13,Vasco,Corinthians,A,16
10,25/08/13,Atlético-MG,Portuguesa,A,16
11,25/08/13,Bahia,Nautico,A,16
12,25/08/13,São Paulo,Fluminense,A,16
13,25/08/13,Internacional,Goiás,A,16
14,25/08/13,Athletico-PR,Botafogo,A,16
