Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/06/13,Chapecoense,ABC,B,5
2,07/06/13,ASA,Icasa,B,5
3,07/06/13,Avaí,Joinville,B,5
4,08/06/13,Cruzeiro,Internacional,A,5
5,08/06/13,Criciúma,Flamengo,A,5
6,08/06/13,Corinthians,Portuguesa,A,5
7,08/06/13,Vasco,Bahia,A,5
8,08/06/13,Ponte Preta,Botafogo,A,5
9,08/06/13,Ceará,Boa Esporte,B,5
10,09/06/13,EC Vitória,Athletico-PR,A,5
11,09/06/13,Coritiba,Nautico,A,5
12,09/06/13,Fluminense,Goiás,A,5
13,12/06/13,Santos,Atlético-MG,A,5
14,12/06/13,Grêmio,São Paulo,A,5
