Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/07/13,Paysandu,São Caetano,B,8
2,13/07/13,Guaratinguetá,Icasa,B,8
3,13/07/13,Joinville,Chapecoense,B,8
4,13/07/13,Ceará,ASA,B,8
5,20/07/13,Botafogo,Nautico,A,8
6,20/07/13,Criciúma,Grêmio,A,8
7,20/07/13,São Paulo,Cruzeiro,A,8
8,21/07/13,Santos,Coritiba,A,8
9,21/07/13,Athletico-PR,Corinthians,A,8
10,21/07/13,Internacional,Flamengo,A,8
11,21/07/13,EC Vitória,Bahia,A,8
12,21/07/13,Goiás,Portuguesa,A,8
13,21/07/13,Fluminense,Vasco,A,8
14,03/10/13,Atlético-MG,Ponte Preta,A,8
