Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/11/13,América-MG,ABC,B,38
2,30/11/13,América-RN,Oeste,B,38
3,30/11/13,Ceará,Joinville,B,38
4,30/11/13,Chapecoense,Palmeiras,B,38
5,07/12/13,Flamengo,Cruzeiro,A,38
6,07/12/13,Nautico,Corinthians,A,38
7,08/12/13,Atlético-MG,EC Vitória,A,38
8,08/12/13,Athletico-PR,Vasco,A,38
9,08/12/13,Bahia,Fluminense,A,38
10,08/12/13,Botafogo,Criciúma,A,38
11,08/12/13,Goiás,Santos,A,38
12,08/12/13,Internacional,Ponte Preta,A,38
13,08/12/13,Portuguesa,Grêmio,A,38
14,08/12/13,São Paulo,Coritiba,A,38
