Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/06/13,América-RN,Palmeiras,B,6
2,11/06/13,Guaratinguetá,Joinville,B,6
3,11/06/13,Avaí,América-MG,B,6
4,11/06/13,Ceará,Figueirense,B,6
5,06/07/13,Athletico-PR,Grêmio,A,6
6,06/07/13,Flamengo,Coritiba,A,6
7,06/07/13,Nautico,Ponte Preta,A,6
8,06/07/13,Portuguesa,Cruzeiro,A,6
9,07/07/13,Bahia,Corinthians,A,6
10,07/07/13,Goiás,EC Vitória,A,6
11,07/07/13,Internacional,Vasco,A,6
12,07/07/13,São Paulo,Santos,A,6
13,07/07/13,Atlético-MG,Criciúma,A,6
14,07/07/13,Botafogo,Fluminense,A,6
