Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/10/13,Boa Esporte,Oeste,B,27
2,04/10/13,Icasa,Guaratinguetá,B,27
3,05/10/13,ABC,Palmeiras,B,27
4,05/10/13,São Caetano,Paysandu,B,27
5,09/10/13,Coritiba,Santos,A,27
6,09/10/13,Grêmio,Criciúma,A,27
7,09/10/13,Ponte Preta,Atlético-MG,A,27
8,09/10/13,Bahia,EC Vitória,A,27
9,09/10/13,Corinthians,Athletico-PR,A,27
10,09/10/13,Cruzeiro,São Paulo,A,27
11,09/10/13,Nautico,Botafogo,A,27
12,09/10/13,Vasco,Fluminense,A,27
13,10/10/13,Portuguesa,Goiás,A,27
14,10/10/13,Flamengo,Internacional,A,27
