Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/11/13,Paysandu,Palmeiras,B,35
2,12/11/13,Joinville,Oeste,B,35
3,12/11/13,Boa Esporte,São Caetano,B,35
4,12/11/13,ASA,Guaratinguetá,B,35
5,16/11/13,Botafogo,Athletico-PR,A,35
6,16/11/13,Coritiba,Criciúma,A,35
7,17/11/13,Corinthians,Vasco,A,35
8,17/11/13,Cruzeiro,Ponte Preta,A,35
9,17/11/13,Fluminense,São Paulo,A,35
10,17/11/13,EC Vitória,Santos,A,35
11,17/11/13,Goiás,Internacional,A,35
12,17/11/13,Grêmio,Flamengo,A,35
13,17/11/13,Nautico,Bahia,A,35
14,17/11/13,Portuguesa,Atlético-MG,A,35
