Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/09/13,Paysandu,Chapecoense,B,25
2,25/09/13,Criciúma,Atlético-MG,A,25
3,27/09/13,Joinville,Guaratinguetá,B,25
4,28/09/13,Palmeiras,América-RN,B,25
5,28/09/13,ABC,Boa Esporte,B,25
6,01/10/13,Ponte Preta,Nautico,A,25
7,02/10/13,Grêmio,Athletico-PR,A,25
8,02/10/13,Cruzeiro,Portuguesa,A,25
9,02/10/13,Fluminense,Botafogo,A,25
10,02/10/13,EC Vitória,Goiás,A,25
11,02/10/13,Coritiba,Flamengo,A,25
12,02/10/13,Corinthians,Bahia,A,25
13,02/10/13,Santos,São Paulo,A,25
14,03/10/13,Vasco,Internacional,A,25
