Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/07/13,Atlético-GO,América-RN,B,10
2,27/07/13,Figueirense,São Caetano,B,10
3,27/07/13,Guaratinguetá,Palmeiras,B,10
4,27/07/13,Chapecoense,Avaí,B,10
5,31/07/13,Fluminense,Cruzeiro,A,10
6,31/07/13,Atlético-MG,Athletico-PR,A,10
7,31/07/13,Portuguesa,Criciúma,A,10
8,31/07/13,Coritiba,Ponte Preta,A,10
9,31/07/13,Bahia,Flamengo,A,10
10,31/07/13,Corinthians,Grêmio,A,10
11,01/08/13,Botafogo,EC Vitória,A,10
12,01/08/13,Goiás,Vasco,A,10
13,03/09/13,Nautico,São Paulo,A,10
14,10/09/13,Internacional,Santos,A,10
