Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/05/13,Sport,ABC,B,2
2,28/05/13,América-RN,Icasa,B,2
3,28/05/13,Atlético-GO,Joinville,B,2
4,28/05/13,Paraná,São Caetano,B,2
5,29/05/13,Athletico-PR,Cruzeiro,A,2
6,29/05/13,Botafogo,Santos,A,2
7,29/05/13,São Paulo,Vasco,A,2
8,29/05/13,Flamengo,Ponte Preta,A,2
9,29/05/13,Bahia,Coritiba,A,2
10,29/05/13,Nautico,EC Vitória,A,2
11,29/05/13,Goiás,Corinthians,A,2
12,30/05/13,Internacional,Criciúma,A,2
13,09/06/13,Atlético-MG,Grêmio,A,2
14,12/06/13,Portuguesa,Fluminense,A,2
