Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/11/13,Atlético-GO,Ceará,B,33
2,02/11/13,Oeste,Bragantino,B,33
3,02/11/13,Guaratinguetá,Chapecoense,B,33
4,03/11/13,Avaí,Figueirense,B,33
5,09/11/13,Bahia,Atlético-MG,A,33
6,09/11/13,Portuguesa,Coritiba,A,33
7,09/11/13,Flamengo,Goiás,A,33
8,10/11/13,Athletico-PR,São Paulo,A,33
9,10/11/13,Cruzeiro,Grêmio,A,33
10,10/11/13,Internacional,Botafogo,A,33
11,10/11/13,Ponte Preta,EC Vitória,A,33
12,10/11/13,Corinthians,Fluminense,A,33
13,10/11/13,Nautico,Criciúma,A,33
14,10/11/13,Vasco,Santos,A,33
