Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/10/13,Avaí,São Caetano,B,26
2,01/10/13,América-RN,Bragantino,B,26
3,01/10/13,Chapecoense,ASA,B,26
4,01/10/13,Boa Esporte,Figueirense,B,26
5,05/10/13,Botafogo,Grêmio,A,26
6,05/10/13,São Paulo,EC Vitória,A,26
7,06/10/13,Atlético-MG,Corinthians,A,26
8,06/10/13,Athletico-PR,Coritiba,A,26
9,06/10/13,Flamengo,Vasco,A,26
10,06/10/13,Internacional,Fluminense,A,26
11,06/10/13,Nautico,Cruzeiro,A,26
12,06/10/13,Bahia,Ponte Preta,A,26
13,06/10/13,Goiás,Criciúma,A,26
14,06/10/13,Portuguesa,Santos,A,26
