Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/05/13,Figueirense,Sport,B,3
2,31/05/13,Oeste,Paraná,B,3
3,31/05/13,Paysandu,América-RN,B,3
4,31/05/13,Icasa,Avaí,B,3
5,01/06/13,Athletico-PR,Flamengo,A,3
6,01/06/13,Santos,Grêmio,A,3
7,01/06/13,Botafogo,Cruzeiro,A,3
8,01/06/13,EC Vitória,Vasco,A,3
9,01/06/13,Goiás,Coritiba,A,3
10,01/06/13,Corinthians,Ponte Preta,A,3
11,02/06/13,Atlético-MG,São Paulo,A,3
12,02/06/13,Fluminense,Criciúma,A,3
13,02/06/13,Internacional,Bahia,A,3
14,02/06/13,Nautico,Portuguesa,A,3
