Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/08/13,Joinville,São Caetano,B,17
2,23/08/13,América-RN,Avaí,B,17
3,24/08/13,Boa Esporte,Palmeiras,B,17
4,24/08/13,Bragantino,Chapecoense,B,17
5,31/08/13,Nautico,Athletico-PR,A,17
6,31/08/13,Portuguesa,Bahia,A,17
7,31/08/13,Goiás,Atlético-MG,A,17
8,31/08/13,Grêmio,Ponte Preta,A,17
9,31/08/13,Fluminense,Santos,A,17
10,01/09/13,EC Vitória,Criciúma,A,17
11,01/09/13,Botafogo,São Paulo,A,17
12,01/09/13,Corinthians,Flamengo,A,17
13,01/09/13,Coritiba,Internacional,A,17
14,01/09/13,Cruzeiro,Vasco,A,17
