Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/07/13,São Paulo,Internacional,A,12
2,02/08/13,América-RN,Boa Esporte,B,12
3,03/08/13,Avaí,Paysandu,B,12
4,03/08/13,Guaratinguetá,ABC,B,12
5,03/08/13,Joinville,Figueirense,B,12
6,07/08/13,EC Vitória,Fluminense,A,12
7,07/08/13,Criciúma,Cruzeiro,A,12
8,07/08/13,Athletico-PR,Bahia,A,12
9,07/08/13,Flamengo,Portuguesa,A,12
10,07/08/13,Atlético-MG,Botafogo,A,12
11,07/08/13,Goiás,Nautico,A,12
12,07/08/13,Santos,Corinthians,A,12
13,08/08/13,Vasco,Ponte Preta,A,12
14,08/08/13,Grêmio,Coritiba,A,12
