Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/10/13,Joinville,Icasa,B,29
2,12/10/13,São Caetano,Figueirense,B,29
3,12/10/13,Avaí,Chapecoense,B,29
4,12/10/13,Bragantino,ASA,B,29
5,16/10/13,Cruzeiro,Fluminense,A,29
6,16/10/13,Santos,Internacional,A,29
7,16/10/13,Criciúma,Portuguesa,A,29
8,16/10/13,Ponte Preta,Coritiba,A,29
9,16/10/13,São Paulo,Nautico,A,29
10,16/10/13,Flamengo,Bahia,A,29
11,16/10/13,Athletico-PR,Atlético-MG,A,29
12,16/10/13,Grêmio,Corinthians,A,29
13,17/10/13,Vasco,Goiás,A,29
14,17/10/13,EC Vitória,Botafogo,A,29
