Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/09/13,Joinville,Ceará,B,19
2,03/09/13,Paysandu,Sport,B,19
3,03/09/13,ABC,América-MG,B,19
4,03/09/13,São Caetano,ASA,B,19
5,07/09/13,EC Vitória,Atlético-MG,A,19
6,07/09/13,Ponte Preta,Internacional,A,19
7,07/09/13,Santos,Goiás,A,19
8,07/09/13,Fluminense,Bahia,A,19
9,07/09/13,Grêmio,Portuguesa,A,19
10,08/09/13,Cruzeiro,Flamengo,A,19
11,08/09/13,Corinthians,Nautico,A,19
12,08/09/13,Coritiba,São Paulo,A,19
13,08/09/13,Criciúma,Botafogo,A,19
14,08/09/13,Vasco,Athletico-PR,A,19
