Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/11/13,Figueirense,ASA,B,37
2,22/11/13,Joinville,América-MG,B,37
3,23/11/13,Guaratinguetá,Paraná,B,37
4,23/11/13,São Caetano,América-RN,B,37
5,30/11/13,Fluminense,Atlético-MG,A,37
6,30/11/13,Corinthians,Internacional,A,37
7,01/12/13,Coritiba,Botafogo,A,37
8,01/12/13,Criciúma,São Paulo,A,37
9,01/12/13,Cruzeiro,Bahia,A,37
10,01/12/13,Ponte Preta,Portuguesa,A,37
11,01/12/13,Vasco,Nautico,A,37
12,01/12/13,EC Vitória,Flamengo,A,37
13,01/12/13,Grêmio,Goiás,A,37
14,01/12/13,Santos,Athletico-PR,A,37
