Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/09/13,Guaratinguetá,América-RN,B,24
2,21/09/13,Palmeiras,Sport,B,24
3,21/09/13,Paysandu,Atlético-GO,B,24
4,21/09/13,Figueirense,Paraná,B,24
5,28/09/13,Goiás,Fluminense,A,24
6,28/09/13,Nautico,Coritiba,A,24
7,28/09/13,Botafogo,Ponte Preta,A,24
8,29/09/13,Bahia,Vasco,A,24
9,29/09/13,Flamengo,Criciúma,A,24
10,29/09/13,Portuguesa,Corinthians,A,24
11,29/09/13,São Paulo,Grêmio,A,24
12,29/09/13,Atlético-MG,Santos,A,24
13,29/09/13,Athletico-PR,EC Vitória,A,24
14,29/09/13,Internacional,Cruzeiro,A,24
