Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/09/13,ASA,Joinville,B,22
2,13/09/13,Atlético-GO,Boa Esporte,B,22
3,14/09/13,América-RN,Paysandu,B,22
4,14/09/13,Avaí,Icasa,B,22
5,18/09/13,Vasco,EC Vitória,A,22
6,18/09/13,Grêmio,Santos,A,22
7,18/09/13,Coritiba,Goiás,A,22
8,18/09/13,Criciúma,Fluminense,A,22
9,18/09/13,São Paulo,Atlético-MG,A,22
10,18/09/13,Ponte Preta,Corinthians,A,22
11,18/09/13,Cruzeiro,Botafogo,A,22
12,19/09/13,Flamengo,Athletico-PR,A,22
13,19/09/13,Bahia,Internacional,A,22
14,19/09/13,Portuguesa,Nautico,A,22
