Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/13,Avaí,ASA,B,15
2,13/08/13,América-MG,São Caetano,B,15
3,13/08/13,Paraná,Boa Esporte,B,15
4,13/08/13,Icasa,ABC,B,15
5,17/08/13,Nautico,Fluminense,A,15
6,17/08/13,Cruzeiro,EC Vitória,A,15
7,17/08/13,Vasco,Grêmio,A,15
8,18/08/13,Portuguesa,Botafogo,A,15
9,18/08/13,Ponte Preta,Goiás,A,15
10,18/08/13,Flamengo,São Paulo,A,15
11,18/08/13,Corinthians,Coritiba,A,15
12,18/08/13,Athletico-PR,Criciúma,A,15
13,18/08/13,Bahia,Santos,A,15
14,18/08/13,Internacional,Atlético-MG,A,15
