Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/08/13,Paysandu,Joinville,B,14
2,09/08/13,ASA,América-MG,B,14
3,10/08/13,São Caetano,Sport,B,14
4,11/08/13,Chapecoense,Guaratinguetá,B,14
5,14/08/13,Atlético-MG,Bahia,A,14
6,14/08/13,Criciúma,Nautico,A,14
7,14/08/13,Santos,Vasco,A,14
8,14/08/13,EC Vitória,Ponte Preta,A,14
9,14/08/13,Coritiba,Portuguesa,A,14
10,14/08/13,Grêmio,Cruzeiro,A,14
11,14/08/13,Goiás,Flamengo,A,14
12,14/08/13,Fluminense,Corinthians,A,14
13,15/08/13,São Paulo,Athletico-PR,A,14
14,15/08/13,Botafogo,Internacional,A,14
