Rodada,Data,Time da Casa,Placar,Time Visitante
1F,09/03/21,Águia Negra,0-1,Vitória
1F,09/03/21,Campinense,1-7,Bahia
1F,10/03/21,Gama,1-2,Ponte Preta
1F,10/03/21,Madureira,0-1,Paysandu
1F,10/03/21,4 de Julho,1-0,Confiança
1F,10/03/21,Rio Branco-ES,2-1,Sampaio Corrêa
1F,10/03/21,Cianorte,1-0,Paraná
1F,10/03/21,Juazeirense,3-2,Sport
1F,10/03/21,Moto Club,0-5,Botafogo
1F,11/03/21,Real Brasília,0-2,América-RN
1F,11/03/21,Uberlândia,1-1,Luverdense
1F,11/03/21,São Raimundo-RR,1-1,Cruzeiro
1F,11/03/21,Boavista-RJ,3-1,Goiás
1F,16/03/21,Sergipe,0-0,Cuiabá
1F,16/03/21,Murici,0-3,Juventude
1F,17/03/21,Rio Branco de Venda Nova,1-1,ABC
1F,17/03/21,Guarany de Sobral,1-5,CSA
1F,17/03/21,Castanhal,0-3,Volta Redonda
1F,17/03/21,Juventude-MA,0-2,Operário Ferroviário
1F,17/03/21,Picos,1-0,Atlético-AC
1F,17/03/21,Nova Mutum,0-0,Tombense
1F,17/03/21,Atlético-BA,0-3,Vila Nova
1F,17/03/21,Galvez EC,1-3,Atlético Goianiense
1F,17/03/21,Retrô FC,1-0,Brusque
1F,17/03/21,Esportivo,0-2,Remo
1F,17/03/21,Santa Cruz-RS,0-0,Joinville
1F,17/03/21,Caxias,0-1,Fortaleza
1F,17/03/21,Salgueiro,0-3,Corinthians
1F,18/03/21,Marília,0-0,Criciúma
1F,18/03/21,Caldense,1-1,Vasco
1F,18/03/21,União Rondonópolis,0-1,Coritiba
1F,18/03/21,Treze,0-1,América Mineiro
1F,18/03/21,FC Cascavel,2-1,Figueirense
1F,18/03/21,Penarol-AM,1-1,Ypiranga-RS
1F,18/03/21,Mirassol,2-3,Red Bull Bragantino
1F,25/03/21,Porto Velho Esporte Clube,0-1,Ferroviário
1F,25/03/21,Palmas,0-1,Avaí
1F,26/03/21,Jaraguá,1-4,Manaus FC
1F,26/03/21,Ypiranga-AP,0-4,Santa Cruz
2F,26/03/21,Corinthians,1-1(5-3 Pen.),Retrô FC
1F,27/03/21,Goianésia,2-3,CRB
2F,01/04/21,Luverdense,1-2,Red Bull Bragantino
2F,06/04/21,Coritiba,3-2,Operário Ferroviário
2F,06/04/21,Fortaleza,1-0,Ypiranga-RS
2F,07/04/21,Picos,0-1,Boavista-RJ
2F,07/04/21,Juazeirense,3-3(4-2 Pen.),Volta Redonda
2F,07/04/21,Vitória,2-0,Rio Branco-ES
2F,07/04/21,Bahia,4-1,Manaus FC
2F,07/04/21,Tombense,1-2,Vasco
2F,08/04/21,Criciúma,1-1(5-4 Pen.),Ponte Preta
2F,08/04/21,Vila Nova,1-1(4-3 Pen.),Juventude
2F,13/04/21,Paysandu,1-2,CRB
2F,13/04/21,Cianorte,1-0,Santa Cruz
2F,13/04/21,CSA,1-1(5-6 Pen.),Remo
2F,14/04/21,América Mineiro,1-1(3-2 Pen.),Ferroviário
2F,14/04/21,ABC,1-1(4-1 Pen.),Botafogo
2F,14/04/21,América-RN,0-1,Cruzeiro
2F,15/04/21,Avaí,2-0,FC Cascavel
2F,15/04/21,4 de Julho,0-0(5-4 Pen.),Cuiabá
2F,15/04/21,Joinville,0-2,Atlético Goianiense
3F,01/06/21,Vila Nova,0-1,Bahia
3F,01/06/21,Cianorte,0-2,Santos
3F,01/06/21,4 de Julho,3-2,São Paulo
3F,01/06/21,Boavista-RJ,0-1,Vasco
3F,02/06/21,Grêmio,2-0,Brasiliense
3F,02/06/21,Chapecoense,3-1,ABC
3F,02/06/21,Fortaleza,1-1,Ceará
3F,02/06/21,Remo,0-2,Atlético Mineiro
3F,02/06/21,Fluminense,2-0,Red Bull Bragantino
3F,02/06/21,América Mineiro,0-0,Criciúma
3F,02/06/21,Corinthians,0-2,Atlético Goianiense
3F,03/06/21,Cruzeiro,1-0,Juazeirense
3F,03/06/21,Avaí,1-1,Athletico Paranaense
3F,03/06/21,Vitória,0-1,Internacional
3F,03/06/21,CRB,0-1,Palmeiras
3F,08/06/21,Santos,1-0,Cianorte
3F,08/06/21,São Paulo,9-1,4 de Julho
3F,09/06/21,ABC,3-0,Chapecoense
3F,09/06/21,Vasco,1-1,Boavista-RJ
3F,09/06/21,Bahia,1-0,Vila Nova
3F,09/06/21,Palmeiras,0-1(3-4 Pen.),CRB
3F,09/06/21,Athletico Paranaense,1-0,Avaí
3F,09/06/21,Juazeirense,1-0(3-2 Pen.),Cruzeiro
3F,09/06/21,Red Bull Bragantino,2-1,Fluminense
3F,09/06/21,Criciúma,2-2(3-2 Pen.),América Mineiro
3F,09/06/21,Atlético Goianiense,0-0,Corinthians
3F,10/06/21,Brasiliense,0-0,Grêmio
3F,10/06/21,Coritiba,0-1,Flamengo
3F,10/06/21,Atlético Mineiro,2-1,Remo
3F,10/06/21,Ceará,0-3,Fortaleza
3F,10/06/21,Internacional,1-3,Vitória
3F,16/06/21,Flamengo,2-0,Coritiba
1/8,27/07/21,Criciúma,2-1,Fluminense
1/8,27/07/21,Vitória,0-3,Grêmio
1/8,28/07/21,Athletico Paranaense,2-1,Atlético Goianiense
1/8,28/07/21,Santos,4-0,Juazeirense
1/8,28/07/21,São Paulo,2-0,Vasco
1/8,28/07/21,Atlético Mineiro,2-0,Bahia
1/8,29/07/21,Fortaleza,2-1,CRB
1/8,29/07/21,Flamengo,6-0,ABC
1/8,31/07/21,Fluminense,3-0,Criciúma
1/8,03/08/21,Grêmio,1-0,Vitória
1/8,04/08/21,CRB,0-1,Fortaleza
1/8,04/08/21,Atlético Goianiense,2-2,Athletico Paranaense
1/8,04/08/21,Vasco,1-2,São Paulo
1/8,04/08/21,Bahia,2-1,Atlético Mineiro
1/8,05/08/21,Juazeirense,2-0,Santos
1/8,05/08/21,ABC,0-1,Flamengo
QF,25/08/21,Athletico Paranaense,1-0,Santos
QF,25/08/21,Grêmio,0-4,Flamengo
QF,25/08/21,São Paulo,2-2,Fortaleza
QF,26/08/21,Fluminense,1-2,Atlético Mineiro
QF,14/09/21,Santos,0-1,Athletico Paranaense
QF,15/09/21,Atlético Mineiro,1-0,Fluminense
QF,15/09/21,Flamengo,2-0,Grêmio
QF,15/09/21,Fortaleza,3-1,São Paulo
SF,20/10/21,Athletico Paranaense,2-2,Flamengo
SF,20/10/21,Atlético Mineiro,4-0,Fortaleza
SF,27/10/21,Flamengo,0-3,Athletico Paranaense
SF,27/10/21,Fortaleza,1-2,Atlético Mineiro
F,12/12/21,Atlético Mineiro,4-0,Athletico Paranaense
F,15/12/21,Athletico Paranaense,1-2,Atlético Mineiro
