Rodada,Data,Time da Casa,Placar,Time Visitante
1F,10/02/10,Corinthians-PR,1-0,Juventude
1F,10/02/10,Votoraty,4-0,Treze
1F,10/02/10,Cerâmica,1-1,Paraná
1F,10/02/10,Araguaia,1-3,Grêmio
1F,10/02/10,ASSU,0-3,Atlético Goianiense
1F,10/02/10,Potyguar Seridoense,0-0,Paysandu
1F,10/02/10,Vilhena,2-2,Atlético Paranaense
1F,10/02/10,São Domingos,1-1,Sampaio Corrêa
1F,10/02/10,JV Lideral,0-0,Ponte Preta
1F,10/02/10,Sousa,1-2,Vasco
1F,10/02/10,Vitória-ES,0-2,Bahia
1F,10/02/10,Flamengo-PI,0-1,Palmeiras
1F,10/02/10,Tigres do Brasil,2-2,Fortaleza
1F,10/02/10,São Raimundo-PA,1-0,Botafogo
1F,24/02/10,Corinthians-AL,3-1,Vitória
1F,24/02/10,Ivinhema,1-1,Náutico
1F,24/02/10,ASA,0-0,Nacional-AM
1F,24/02/10,Ituiutaba,2-3,Goiás
1F,24/02/10,São José-AP,1-1,América-RN
1F,24/02/10,Uberaba,1-0,Londrina
1F,24/02/10,Luverdense,0-1,Coritiba
1F,24/02/10,São Mateus,1-2,Remo
1F,24/02/10,Araguaína,0-1,Guarani
1F,24/02/10,Chapecoense,3-0,Brasiliense
1F,24/02/10,Juventude,0-1,Corinthians-PR
1F,24/02/10,Atlético Paranaense,4-0,Vilhena
1F,24/02/10,Ponte Preta,4-0,JV Lideral
1F,24/02/10,Paraná,6-1,Cerâmica
1F,24/02/10,Juventus-AC,0-7,Atlético Mineiro
1F,24/02/10,Picos,0-5,Ceará
1F,24/02/10,Confiança,1-1,Fluminense
1F,24/02/10,Ypiranga-RS,0-3,Avaí
1F,24/02/10,Naviraiense,0-1,Santos
1F,24/02/10,Brasília,2-4,Sport
1F,24/02/10,América-AM,0-1,Santa Cruz
1F,24/02/10,Atlético Roraima,0-7,Portuguesa
1F,24/02/10,Paysandu,3-1,Potyguar Seridoense
