Rodada,Data,Time da Casa,Placar,Time Visitante
1F,08/02/17,Murici,3-1,Juventude
1F,08/02/17,Vitória da Conquista,1-1,Coritiba
1F,08/02/17,Campinense,0-2,Ponte Preta
1F,08/02/17,Luziânia,0-2,Vitória
1F,08/02/17,Ferroviária,1-1,ASA
1F,08/02/17,São Bento,1-1,Paraná
1F,08/02/17,PSTC,2-1,Ypiranga-RS
1F,08/02/17,Osasco Audax,1-0,América-RN
1F,08/02/17,7 de Setembro-MS,1-0,River-PI
1F,08/02/17,Gurupi,2-1,Londrina
1F,08/02/17,São Francisco-PA,3-0,Botafogo-PB
1F,08/02/17,Altos,2-0,CRB
1F,08/02/17,Rondoniense,0-2,Cuiabá
1F,08/02/17,Caldense,0-1,Corinthians
1F,08/02/17,CSA,1-4,Sport
1F,08/02/17,São Raimundo-RR,0-2,Boa Esporte
1F,08/02/17,Atlético-AC,0-2,América Mineiro
1F,09/02/17,São José-RS,1-1,Sampaio Corrêa
1F,09/02/17,Santos-AP,0-2,Vasco
1F,09/02/17,Moto Club,0-1,São Paulo
1F,15/02/17,Boavista-RJ,1-0,Ceará
1F,15/02/17,Ceilândia,1-1,ABC
1F,15/02/17,Desportiva Ferroviária,1-2,Avaí
1F,15/02/17,Friburguense,0-1,Oeste
1F,15/02/17,URT,1-2,Luverdense
1F,15/02/17,Anápolis,0-0,Bragantino
1F,15/02/17,Comercial-MS,0-1,Joinville
1F,15/02/17,Uniclinic,1-2,Portuguesa
1F,15/02/17,São Raimundo-PA,2-1,Fortaleza
1F,15/02/17,Itabaiana,2-4,Goiás
1F,15/02/17,Volta Redonda,1-2,Cruzeiro
1F,15/02/17,Globo FC,2-5,Fluminense
1F,15/02/17,Princesa,0-2,Internacional
1F,15/02/17,Guarani de Juazeiro,1-0,Náutico
1F,15/02/17,Rio Branco-AC,1-0,Figueirense
1F,16/02/17,Santo André,0-1,Criciúma
1F,16/02/17,Brusque,2-1,Remo
1F,16/02/17,Sinop,1-0,Salgueiro
1F,16/02/17,Sergipe,0-2,Bahia
1F,16/02/17,Fast Clube,1-1,Vila Nova
2F,22/02/17,Murici,0-0(5-4 Pen.),América Mineiro
2F,22/02/17,Portuguesa,0-2,Boavista-RJ
2F,22/02/17,Criciúma,2-2(4-3 Pen.),Altos
2F,22/02/17,Vitória,3-2,Bragantino
2F,22/02/17,Sport,3-0,7 de Setembro-MS
2F,22/02/17,Cruzeiro,6-0,São Francisco-PA
2F,22/02/17,Internacional,4-1,Oeste
2F,23/02/17,Coritiba,0-2,ASA
2F,01/03/17,Joinville,1-0,São Raimundo-PA
2F,01/03/17,Sinop,1-3,Fluminense
2F,01/03/17,Avaí,1-1(2-3 Pen.),Luverdense
2F,01/03/17,PSTC,2-4,São Paulo
2F,01/03/17,ABC,1-1(4-1 Pen.),Osasco Audax
2F,01/03/17,Gurupi,2-0,Rio Branco-AC
2F,01/03/17,Sampaio Corrêa,2-0,Guarani de Juazeiro
2F,01/03/17,Brusque,0-0(4-5 Pen.),Corinthians
2F,01/03/17,Boa Esporte,0-0(2-3 Pen.),Goiás
2F,01/03/17,Vila Nova,1-2,Vasco
2F,02/03/17,Ponte Preta,1-1(4-5 Pen.),Cuiabá
2F,08/03/17,Paraná,2-0,Bahia
3F,08/03/17,São Paulo,3-1,ABC
3F,08/03/17,Goiás,4-0,Cuiabá
3F,08/03/17,Joinville,3-1,Gurupi
3F,08/03/17,Boavista-RJ,0-3,Sport
3F,08/03/17,Murici,0-2,Cruzeiro
3F,08/03/17,Sampaio Corrêa,1-4,Internacional
3F,09/03/17,Criciúma,1-1,Fluminense
3F,09/03/17,Vasco,1-1,Vitória
3F,09/03/17,Luverdense,0-2,Corinthians
3F,15/03/17,Fluminense,3-2,Criciúma
3F,15/03/17,ABC,1-1,São Paulo
3F,15/03/17,Gurupi,1-0,Joinville
3F,15/03/17,Sport,1-0,Boavista-RJ
3F,15/03/17,Cruzeiro,3-0,Murici
3F,15/03/17,Internacional,3-0,Sampaio Corrêa
3F,16/03/17,Vitória,1-0,Vasco
3F,16/03/17,Corinthians,1-1,Luverdense
3F,16/03/17,ASA,0-0,Paraná
3F,16/03/17,Cuiabá,1-1,Goiás
3F,05/04/17,Paraná,0-0(4-1 Pen.),ASA
4F,12/04/17,Sport,2-1,Joinville
4F,12/04/17,Internacional,1-1,Corinthians
4F,13/04/17,Vitória,0-2,Paraná
4F,13/04/17,Goiás,2-1,Fluminense
4F,13/04/17,São Paulo,0-2,Cruzeiro
4F,19/04/17,Paraná,0-0,Vitória
4F,19/04/17,Cruzeiro,1-2,São Paulo
4F,19/04/17,Joinville,2-1(3-4 Pen.),Sport
4F,19/04/17,Fluminense,3-0,Goiás
4F,19/04/17,Corinthians,1-1(3-4 Pen.),Internacional
1/8,26/04/17,Santos,2-0,Paysandu
1/8,26/04/17,Botafogo,2-1,Sport
1/8,03/05/17,Cruzeiro,1-0,Chapecoense
1/8,10/05/17,Flamengo,0-0,Atlético Goianiense
1/8,10/05/17,Santa Cruz,0-0,Atlético Paranaense
1/8,10/05/17,Paysandu,1-3,Santos
1/8,17/05/17,Grêmio,3-1,Fluminense
1/8,17/05/17,Palmeiras,1-0,Internacional
1/8,24/05/17,Paraná,3-2,Atlético Mineiro
1/8,24/05/17,Atlético Goianiense,1-2,Flamengo
1/8,31/05/17,Atlético Paranaense,2-0,Santa Cruz
1/8,31/05/17,Fluminense,0-2,Grêmio
1/8,31/05/17,Internacional,2-1,Palmeiras
1/8,31/05/17,Sport,1-1,Botafogo
1/8,31/05/17,Atlético Mineiro,2-0,Paraná
1/8,01/06/17,Chapecoense,0-0,Cruzeiro
QF,28/06/17,Grêmio,4-0,Atlético Paranaense
QF,28/06/17,Flamengo,2-0,Santos
QF,28/06/17,Palmeiras,3-3,Cruzeiro
QF,29/06/17,Atlético Mineiro,1-0,Botafogo
QF,26/07/17,Botafogo,3-0,Atlético Mineiro
QF,26/07/17,Santos,4-2,Flamengo
QF,26/07/17,Cruzeiro,1-1,Palmeiras
QF,27/07/17,Atlético Paranaense,2-3,Grêmio
SF,16/08/17,Botafogo,0-0,Flamengo
SF,16/08/17,Grêmio,1-0,Cruzeiro
