Rodada,Data,Time da Casa,Placar,Time Visitante
1F,-,São Paulo,ANU,CSA
1F,-,Atlético Paranaense,ANU,Sampaio Corrêa
1F,-,Gama,ANU,Interporto
1F,-,Juventude,ANU,CR Guará
1F,-,Coritiba,ANU,Fortaleza
1F,-,Atlético Mineiro,ANU,Linhares EC
1F,-,Sport,ANU,Nacional-AM
1F,-,Vasco,ANU,Ji-Paraná
2F,-,São Paulo,ANU,Ypiranga-AP
2F,-,Portuguesa,ANU,Independência-AC
1F,03/02/99,Paysandu,2-3,Botafogo
1F,03/02/99,Ubiratan-MS,0-1,Corinthians
1F,03/02/99,Ji-Paraná,2-4,Vasco
1F,10/02/99,São Raimundo-AM,1-2,Palmeiras
1F,10/02/99,Flamengo-PI,0-1,Vitória
1F,10/02/99,Porto-PE,0-1,América Mineiro
1F,10/02/99,Linhares EC,0-3,Atlético Mineiro
1F,10/02/99,Sinop,0-1,Santos
1F,18/02/99,CSA,0-4,São Paulo
1F,18/02/99,Botafogo,2-2,Paysandu
1F,18/02/99,Sergipe,2-0,Ponte Preta
1F,20/02/99,Independência-AC,3-1,Atlético Roraima
1F,20/02/99,Corinthians,6-2,Ubiratan-MS
1F,21/02/99,Palmeiras,3-1,São Raimundo-AM
1F,24/02/99,Ypiranga-AP,3-0,Picos
1F,24/02/99,Vila Nova,2-1,Ceará
1F,24/02/99,Ponte Preta,5-2,Sergipe
1F,24/02/99,Interporto,1-3,Gama
1F,24/02/99,América Mineiro,2-0,Porto-PE
1F,24/02/99,Treze,2-3,Santa Cruz
1F,24/02/99,Botafogo-SP,1-0,Bahia
1F,24/02/99,CRB,1-1,América-RN
1F,24/02/99,Vitória,5-2,Flamengo-PI
1F,24/02/99,Moto Club,3-2,Goiás
1F,28/02/99,Botafogo-PB,3-3,Flamengo
1F,03/03/99,Comercial-MS,0-1,Criciúma
1F,03/03/99,Atlético Roraima,1-1,Independência-AC
1F,03/03/99,ABC,1-2,Grêmio
1F,03/03/99,Lagartense,0-1,Fluminense
1F,03/03/99,Fortaleza,1-3,Coritiba
1F,03/03/99,Camaçari,2-0,Paraná
1F,03/03/99,Goiás,4-0,Moto Club
1F,03/03/99,Sampaio Corrêa,1-3,Atlético Paranaense
1F,03/03/99,Remo,1-1,Guarani
1F,04/03/99,Picos,0-1,Ypiranga-AP
1F,04/03/99,Rio Branco-ES,1-1,Portuguesa
1F,04/03/99,Caxias,3-2,Cruzeiro
1F,04/03/99,Ceará,0-0,Vila Nova
1F,04/03/99,CR Guará,1-5,Juventude
1F,04/03/99,Figueirense,1-2,Avaí
1F,04/03/99,Villa Nova-MG,1-1,Internacional
1F,04/03/99,América-RN,2-1,CRB
1F,04/03/99,Nacional-AM,0-2,Sport
1F,10/03/99,Criciúma,3-1,Comercial-MS
1F,10/03/99,Cruzeiro,5-0,Caxias
1F,10/03/99,Flamengo,2-1,Botafogo-PB
1F,10/03/99,Santa Cruz,2-4,Treze
1F,10/03/99,Fluminense,2-1,Lagartense
1F,10/03/99,Avaí,0-0,Figueirense
1F,10/03/99,Bahia,5-0,Botafogo-SP
1F,10/03/99,Guarani,3-1,Remo
1F,10/03/99,Paraná,2-1,Camaçari
1F,10/03/99,Internacional,4-1,Villa Nova-MG
1F,10/03/99,Santos,6-0,Sinop
2F,10/03/99,Ypiranga-AP,1-4,São Paulo
2F,10/03/99,América Mineiro,0-1,Vitória
2F,10/03/99,América-RN,0-1,Vasco
1F,11/03/99,Portuguesa,4-0,Rio Branco-ES
1F,11/03/99,Grêmio,3-3,ABC
2F,17/03/99,Criciúma,2-1,Botafogo
2F,17/03/99,Independência-AC,1-3,Portuguesa
2F,17/03/99,Ponte Preta,0-1,Flamengo
2F,17/03/99,Fluminense,3-1,Juventude
2F,17/03/99,Goiás,1-2,Santos
2F,17/03/99,Vasco,2-0,América-RN
2F,18/03/99,Guarani,0-0,Sport
2F,19/03/99,Gama,0-1,Palmeiras
2F,19/03/99,Treze,2-2,Corinthians
2F,24/03/99,Atlético Paranaense,0-0,Cruzeiro
2F,24/03/99,Vila Nova,2-1,Grêmio
2F,24/03/99,Avaí,2-2,Coritiba
2F,24/03/99,Bahia,1-1,Atlético Mineiro
2F,25/03/99,Vitória,3-0,América Mineiro
2F,31/03/99,Cruzeiro,3-3,Atlético Paranaense
2F,31/03/99,Grêmio,4-2,Vila Nova
2F,31/03/99,Palmeiras,5-0,Gama
2F,31/03/99,Coritiba,0-0,Avaí
2F,31/03/99,Sport,1-1,Guarani
2F,31/03/99,Camaçari,0-0,Internacional
2F,31/03/99,Santos,3-4,Goiás
2F,01/04/99,Corinthians,2-2(4-2 Pen.),Treze
2F,01/04/99,Atlético Mineiro,0-1,Bahia
2F,07/04/99,Flamengo,3-0,Ponte Preta
2F,07/04/99,Juventude,6-0,Fluminense
2F,08/04/99,Botafogo,2-0,Criciúma
2F,08/04/99,Internacional,1-0,Camaçari
1/8,08/04/99,Atlético Paranaense,5-2,Portuguesa
1/8,08/04/99,Goiás,4-2,Vasco
1/8,09/04/99,Vitória,2-2,Palmeiras
1/8,14/04/99,São Paulo,1-1,Botafogo
1/8,14/04/99,Bahia,3-0,Coritiba
1/8,14/04/99,Internacional,3-0,Guarani
