Rodada,Data,Time da Casa,Placar,Time Visitante
F,14/09/21,Young Boys,2-1,Manchester United
G,14/09/21,Sevilla,1-1,Red Bull Salzburg
E,14/09/21,Barcelona,0-3,Bayern München
E,14/09/21,Dynamo Kyiv,0-0,Benfica
F,14/09/21,Villarreal,2-2,Atalanta
G,14/09/21,Lille,0-0,Wolfsburg
H,14/09/21,Chelsea,1-0,Zenit
H,14/09/21,Malmö,0-3,Juventus
C,15/09/21,Besiktas,1-2,Borussia Dortmund
D,15/09/21,Sheriff,2-0,Shakhtar Donetsk
C,15/09/21,Sporting,1-5,Ajax
A,15/09/21,Manchester City,6-3,RB Leipzig
A,15/09/21,Club Brugge,1-1,PSG
D,15/09/21,Internazionale,0-1,Real Madrid
B,15/09/21,Atlético de Madrid,0-0,FC Porto
B,15/09/21,Liverpool,3-2,Milan
C,28/09/21,Ajax,2-0,Besiktas
D,28/09/21,Shakhtar Donetsk,0-0,Internazionale
C,28/09/21,Borussia Dortmund,1-0,Sporting
A,28/09/21,PSG,2-0,Manchester City
A,28/09/21,RB Leipzig,1-2,Club Brugge
D,28/09/21,Real Madrid,1-2,Sheriff
B,28/09/21,FC Porto,1-5,Liverpool
B,28/09/21,Milan,1-2,Atlético de Madrid
F,29/09/21,Atalanta,1-0,Young Boys
H,29/09/21,Zenit,4-0,Malmö
E,29/09/21,Bayern München,5-0,Dynamo Kyiv
E,29/09/21,Benfica,3-0,Barcelona
F,29/09/21,Manchester United,2-1,Villarreal
G,29/09/21,Red Bull Salzburg,2-1,Lille
G,29/09/21,Wolfsburg,1-1,Sevilla
H,29/09/21,Juventus,1-0,Chelsea
C,19/10/21,Besiktas,1-4,Sporting
A,19/10/21,Club Brugge,1-5,Manchester City
C,19/10/21,Ajax,4-0,Borussia Dortmund
A,19/10/21,PSG,3-2,RB Leipzig
D,19/10/21,Shakhtar Donetsk,0-5,Real Madrid
D,19/10/21,Internazionale,3-1,Sheriff
B,19/10/21,Atlético de Madrid,2-3,Liverpool
B,19/10/21,FC Porto,1-0,Milan
E,20/10/21,Barcelona,1-0,Dynamo Kyiv
G,20/10/21,Red Bull Salzburg,3-1,Wolfsburg
E,20/10/21,Benfica,0-4,Bayern München
F,20/10/21,Young Boys,1-4,Villarreal
F,20/10/21,Manchester United,3-2,Atalanta
G,20/10/21,Lille,0-0,Sevilla
H,20/10/21,Chelsea,4-0,Malmö
H,20/10/21,Zenit,0-1,Juventus
G,02/11/21,Wolfsburg,2-1,Red Bull Salzburg
H,02/11/21,Malmö,0-1,Chelsea
E,02/11/21,Bayern München,5-2,Benfica
E,02/11/21,Dynamo Kyiv,0-1,Barcelona
F,02/11/21,Atalanta,2-2,Manchester United
F,02/11/21,Villarreal,2-0,Young Boys
G,02/11/21,Sevilla,1-2,Lille
H,02/11/21,Juventus,4-2,Zenit
D,03/11/21,Real Madrid,2-1,Shakhtar Donetsk
B,03/11/21,Milan,1-1,FC Porto
C,03/11/21,Borussia Dortmund,1-3,Ajax
C,03/11/21,Sporting,4-0,Besiktas
A,03/11/21,Manchester City,4-1,Club Brugge
A,03/11/21,RB Leipzig,2-2,PSG
D,03/11/21,Sheriff,1-3,Internazionale
B,03/11/21,Liverpool,2-0,Atlético de Madrid
E,23/11/21,Dynamo Kyiv,1-2,Bayern München
F,23/11/21,Villarreal,0-2,Manchester United
E,23/11/21,Barcelona,0-0,Benfica
F,23/11/21,Young Boys,3-3,Atalanta
G,23/11/21,Sevilla,2-0,Wolfsburg
G,23/11/21,Lille,1-0,Red Bull Salzburg
H,23/11/21,Chelsea,4-0,Juventus
H,23/11/21,Malmö,1-1,Zenit
C,24/11/21,Besiktas,1-2,Ajax
D,24/11/21,Internazionale,2-0,Shakhtar Donetsk
C,24/11/21,Sporting,3-1,Borussia Dortmund
A,24/11/21,Manchester City,2-1,PSG
A,24/11/21,Club Brugge,0-5,RB Leipzig
D,24/11/21,Sheriff,0-3,Real Madrid
B,24/11/21,Atlético de Madrid,0-1,Milan
B,24/11/21,Liverpool,2-0,FC Porto
A,07/12/21,PSG,4-1,Club Brugge
A,07/12/21,RB Leipzig,2-1,Manchester City
C,07/12/21,Borussia Dortmund,5-0,Besiktas
C,07/12/21,Ajax,4-2,Sporting
D,07/12/21,Real Madrid,2-0,Internazionale
D,07/12/21,Shakhtar Donetsk,1-1,Sheriff
B,07/12/21,Milan,1-2,Liverpool
B,07/12/21,FC Porto,1-3,Atlético de Madrid
H,08/12/21,Juventus,1-0,Malmö
H,08/12/21,Zenit,3-3,Chelsea
E,08/12/21,Bayern München,3-0,Barcelona
E,08/12/21,Benfica,2-0,Dynamo Kyiv
F,08/12/21,Manchester United,1-1,Young Boys
G,08/12/21,Red Bull Salzburg,1-0,Sevilla
G,08/12/21,Wolfsburg,1-3,Lille
F,09/12/21,Atalanta,2-3,Villarreal
1/8,15/02/22,Sporting,0-5,Manchester City
1/8,15/02/22,PSG,1-0,Real Madrid
1/8,16/02/22,Red Bull Salzburg,1-1,Bayern München
1/8,16/02/22,Internazionale,0-2,Liverpool
1/8,22/02/22,Villarreal,1-1,Juventus
1/8,22/02/22,Chelsea,2-0,Lille
1/8,23/02/22,Benfica,2-2,Ajax
1/8,23/02/22,Atlético de Madrid,1-1,Manchester United
1/8,08/03/22,Bayern München,7-1,Red Bull Salzburg
1/8,08/03/22,Liverpool,0-1,Internazionale
1/8,09/03/22,Real Madrid,3-1,PSG
1/8,09/03/22,Manchester City,0-0,Sporting
1/8,15/03/22,Ajax,0-1,Benfica
1/8,15/03/22,Manchester United,0-1,Atlético de Madrid
1/8,16/03/22,Juventus,0-3,Villarreal
1/8,16/03/22,Lille,1-2,Chelsea
QF,05/04/22,Manchester City,1-0,Atlético de Madrid
QF,05/04/22,Benfica,1-3,Liverpool
QF,06/04/22,Villarreal,1-0,Bayern München
QF,06/04/22,Chelsea,1-3,Real Madrid
QF,12/04/22,Real Madrid,2-3(Pro.),Chelsea
QF,12/04/22,Bayern München,1-1,Villarreal
QF,13/04/22,Atlético de Madrid,0-0,Manchester City
QF,13/04/22,Liverpool,3-3,Benfica
SF,26/04/22,Manchester City,4-3,Real Madrid
SF,27/04/22,Liverpool,2-0,Villarreal
SF,03/05/22,Villarreal,2-3,Liverpool
