Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/10/18,Juventude,Sampaio Corrêa,B,33
2,26/10/18,Goiás,Avaí,B,33
3,27/10/18,Paysandu,Coritiba,B,33
4,27/10/18,Figueirense,Criciúma,B,33
5,10/11/18,América-MG,Paraná,A,33
6,10/11/18,Corinthians,São Paulo,A,33
7,10/11/18,Botafogo,Flamengo,A,33
8,10/11/18,Athletico-PR,Cruzeiro,A,33
9,11/11/18,EC Vitória,Bahia,A,33
10,11/11/18,Ceará,Internacional,A,33
11,11/11/18,Atlético-MG,Palmeiras,A,33
12,11/11/18,Grêmio,Vasco,A,33
13,11/11/18,Fluminense,Sport,A,33
14,12/11/18,Santos,Chapecoense,A,33
