Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/09/18,Figueirense,São Bento,B,27
2,14/09/18,Coritiba,Londrina,B,27
3,15/09/18,Boa Esporte,Paysandu,B,27
4,15/09/18,Oeste,Ponte Preta,B,27
5,29/09/18,Fluminense,Grêmio,A,27
6,29/09/18,América-MG,Corinthians,A,27
7,29/09/18,Bahia,Flamengo,A,27
8,30/09/18,Palmeiras,Cruzeiro,A,27
9,30/09/18,Atlético-MG,Sport,A,27
10,30/09/18,Santos,Athletico-PR,A,27
11,30/09/18,Botafogo,São Paulo,A,27
12,30/09/18,Internacional,EC Vitória,A,27
13,30/09/18,Ceará,Chapecoense,A,27
14,01/10/18,Paraná,Vasco,A,27
